Timestamp,Temperature (C),Humidity (%),Pressure (hPa)
2024-07-09 11:38:04.146462,24.99,72.7,955.47
2024-07-09 11:38:05.150855,25.05,73.39,954.55
2024-07-09 11:38:06.147884,24.99,73.3,954.35
2024-07-09 11:38:07.152947,24.89,72.61,954.81
2024-07-09 11:38:08.149316,24.9,72.16,955.55
2024-07-09 11:38:09.160483,25.05,73.23,955.48
2024-07-09 11:38:10.158909,25.16,74.1,955.44
2024-07-09 11:38:11.161758,25.22,74.51,954.52
2024-07-09 11:38:12.164415,25.15,74.29,955.04
2024-07-09 11:38:13.165105,25.12,74.16,955.41
2024-07-09 11:38:14.164749,25.18,74.36,955.05
2024-07-09 11:38:15.172127,25.29,72.73,955.42
2024-07-09 11:38:16.170636,25.35,73.66,955.22
2024-07-09 11:38:17.177498,25.24,71.84,955.62
2024-07-09 11:38:18.177110,25.94,74.94,954.83
2024-07-09 11:38:19.184296,24.97,68.19,954.89
2024-07-09 11:38:20.181203,25.23,70.62,955.56
2024-07-09 11:38:21.191863,26.04,74.58,955.37
2024-07-09 11:38:22.190422,26.07,75.46,955.14
2024-07-09 11:38:23.190568,25.15,71.45,954.15
2024-07-09 11:38:24.191778,25.45,69.82,954.44
2024-07-09 11:38:25.194409,25.57,69.81,955.58
2024-07-09 11:38:26.196750,25.93,73.17,955.52
2024-07-09 11:38:27.207935,26.28,75.03,955.17
2024-07-09 11:38:28.201715,25.95,71.42,954.37
2024-07-09 11:38:29.211255,26.16,68.55,954.43
2024-07-09 11:38:30.206394,26.25,67.22,955.44
2024-07-09 11:38:31.211443,26.46,71.69,955.62
2024-07-09 11:38:32.216488,27.1,74.73,955.38
2024-07-09 11:38:33.215874,27.03,75.37,955.35
2024-07-09 11:38:34.214662,26.22,72.03,953.6
2024-07-09 11:38:35.220940,25.98,67.87,955.47
2024-07-09 11:38:36.224650,26.52,72.15,955.52
2024-07-09 11:38:37.230329,26.97,74.84,955.0
2024-07-09 11:38:38.229371,26.36,71.72,954.28
2024-07-09 11:38:39.230262,26.56,72.2,955.52
2024-07-09 11:38:40.232516,27.1,75.06,955.37
2024-07-09 11:38:41.237733,27.07,75.17,953.61
2024-07-09 11:38:42.240962,26.58,71.25,955.46
2024-07-09 11:38:43.240999,27.03,74.2,955.41
2024-07-09 11:38:44.243914,27.04,74.08,953.85
2024-07-09 11:38:45.249109,26.81,69.48,953.82
2024-07-09 11:38:46.249529,26.88,68.26,955.61
2024-07-09 11:38:47.250034,27.25,73.17,955.55
2024-07-09 11:38:48.254714,27.47,75.06,955.38
2024-07-09 11:38:49.260506,27.39,75.33,954.08
2024-07-09 11:38:50.258296,26.97,74.03,954.07
2024-07-09 11:38:51.263089,26.88,72.81,955.59
2024-07-09 11:38:52.264453,27.32,75.29,955.56
2024-07-09 11:38:53.269145,27.45,76.26,954.83
2024-07-09 11:38:54.267972,27.23,75.65,954.03
2024-07-09 11:38:55.267736,26.99,73.85,954.71
2024-07-09 11:38:56.274878,27.18,74.66,955.59
2024-07-09 11:38:57.278296,27.51,76.5,955.47
2024-07-09 11:38:58.279646,27.52,76.84,954.28
2024-07-09 11:38:59.281160,27.13,75.35,955.97
2024-07-09 11:39:00.285224,27.3,75.93,955.52
2024-07-09 11:39:01.289253,27.5,77.01,954.8
2024-07-09 11:39:02.286891,27.34,76.54,954.39
2024-07-09 11:39:03.293006,27.23,75.39,955.46
2024-07-09 11:39:04.288457,27.42,76.47,955.42
2024-07-09 11:39:05.295267,27.52,77.21,954.25
2024-07-09 11:39:06.292942,27.26,75.52,954.4
2024-07-09 11:39:07.301608,27.24,74.36,955.47
2024-07-09 11:39:08.301796,27.44,76.06,955.51
2024-07-09 11:39:09.307538,27.61,77.3,954.95
2024-07-09 11:39:10.305659,27.44,76.83,954.15
2024-07-09 11:39:11.309451,27.26,74.71,954.58
2024-07-09 11:39:12.314628,27.28,74.0,955.54
2024-07-09 11:39:13.314143,27.55,76.44,955.55
2024-07-09 11:39:14.319039,27.72,77.61,955.2
2024-07-09 11:39:15.322871,27.58,77.32,954.14
2024-07-09 11:39:16.321548,27.32,75.53,954.7
2024-07-09 11:39:17.325480,27.37,75.13,955.51
2024-07-09 11:39:18.321778,27.63,77.1,955.44
2024-07-09 11:39:19.326390,27.71,77.77,955.1
2024-07-09 11:39:20.330104,27.65,77.72,954.23
2024-07-09 11:39:21.335076,27.42,76.02,954.45
2024-07-09 11:39:22.332070,27.43,74.67,955.54
2024-07-09 11:39:23.336931,27.65,76.68,955.5
2024-07-09 11:39:24.337601,27.81,77.84,955.03
2024-07-09 11:39:25.345551,27.63,77.37,954.41
2024-07-09 11:39:26.347335,27.52,76.69,955.09
2024-07-09 11:39:27.351479,27.56,76.53,955.51
2024-07-09 11:39:28.349399,27.8,77.94,954.83
2024-07-09 11:39:29.355018,27.7,77.57,954.34
2024-07-09 11:39:30.357278,27.59,76.01,955.53
2024-07-09 11:39:31.360884,27.83,77.7,955.39
2024-07-09 11:39:32.358153,27.82,77.87,954.25
2024-07-09 11:39:33.362584,27.59,75.53,954.37
2024-07-09 11:39:34.367615,27.58,73.56,954.7
2024-07-09 11:39:35.367794,27.56,73.27,955.35
2024-07-09 11:39:36.373301,27.63,74.61,955.58
2024-07-09 11:39:37.378413,27.93,77.18,955.46
2024-07-09 11:39:38.374429,28.14,78.23,955.37
2024-07-09 11:39:39.380812,28.28,78.67,955.28
2024-07-09 11:39:40.375730,27.94,77.74,954.88
2024-07-09 11:39:41.380878,27.89,77.6,954.52
2024-07-09 11:39:42.388400,27.77,76.05,954.27
2024-07-09 11:39:43.388558,27.8,75.54,955.52
2024-07-09 11:39:44.388196,28.06,77.62,955.31
2024-07-09 11:39:45.393731,28.02,77.74,954.25
2024-07-09 11:39:46.398386,27.78,75.57,955.47
2024-07-09 11:39:47.399900,28.07,77.45,955.48
2024-07-09 11:39:48.401926,28.23,78.47,954.48
2024-07-09 11:39:49.405853,27.88,76.88,954.01
2024-07-09 11:39:50.406409,27.83,75.01,955.59
2024-07-09 11:39:51.410745,28.19,77.6,955.25
2024-07-09 11:39:52.408806,28.13,77.87,954.13
2024-07-09 11:39:53.412695,27.86,75.32,954.18
2024-07-09 11:39:54.416837,27.87,74.05,955.59
2024-07-09 11:39:55.416273,28.21,77.12,955.53
2024-07-09 11:39:56.419565,28.26,78.11,955.14
2024-07-09 11:39:57.421890,28.11,77.65,954.2
2024-07-09 11:39:58.422931,27.92,76.01,955.54
2024-07-09 11:39:59.429923,28.21,77.82,955.47
2024-07-09 11:40:00.424963,28.27,78.3,954.27
2024-07-09 11:40:01.437140,27.98,75.75,954.33
2024-07-09 11:40:02.435635,27.98,73.74,955.46
2024-07-09 11:40:03.433627,28.05,74.85,955.49
2024-07-09 11:40:04.438250,28.26,77.25,954.56
2024-07-09 11:40:05.445556,28.06,76.21,954.12
2024-07-09 11:40:06.446430,27.96,73.97,955.52
2024-07-09 11:40:07.451035,28.18,76.43,955.46
2024-07-09 11:40:08.445353,28.26,77.51,954.55
2024-07-09 11:40:09.453964,28.05,76.23,954.39
2024-07-09 11:40:10.456172,28.0,74.42,955.51
2024-07-09 11:40:11.455890,28.28,76.93,955.45
2024-07-09 11:40:12.460544,28.33,77.73,954.36
2024-07-09 11:40:13.458631,28.09,76.07,954.24
2024-07-09 11:40:14.466016,28.11,75.17,955.5
2024-07-09 11:40:15.465349,28.28,76.95,954.3
2024-07-09 11:40:16.464137,28.08,74.61,954.44
2024-07-09 11:40:17.471429,28.1,73.85,955.5
2024-07-09 11:40:18.471762,28.31,76.33,955.32
2024-07-09 11:40:19.476517,28.31,77.11,954.46
2024-07-09 11:40:20.477929,28.11,75.16,955.02
2024-07-09 11:40:21.485624,28.22,75.42,955.48
2024-07-09 11:40:22.479736,28.36,77.03,955.26
2024-07-09 11:40:23.489009,28.29,76.92,954.35
2024-07-09 11:40:24.485465,28.15,74.61,955.4
2024-07-09 11:40:25.491164,28.25,75.24,955.44
2024-07-09 11:40:26.490188,28.38,76.88,954.96
2024-07-09 11:40:27.499820,28.3,76.65,954.47
2024-07-09 11:40:28.500327,28.21,75.18,955.34
2024-07-09 11:40:29.503346,28.29,75.74,955.29
2024-07-09 11:40:30.504373,28.33,76.44,955.04
2024-07-09 11:40:31.505676,28.28,76.11,954.67
2024-07-09 11:40:32.509803,28.22,74.64,955.12
2024-07-09 11:40:33.510729,28.24,74.87,955.61
2024-07-09 11:40:34.513406,28.52,77.1,955.33
2024-07-09 11:40:35.512484,28.28,73.58,953.78
2024-07-09 11:40:36.514609,28.21,71.97,955.59
2024-07-09 11:40:37.520385,28.24,72.55,955.3
2024-07-09 11:40:38.520082,28.3,74.02,955.2
2024-07-09 11:40:39.522671,28.31,74.6,955.32
2024-07-09 11:40:40.522316,28.43,76.0,955.33
2024-07-09 11:40:41.527564,28.47,76.73,955.15
2024-07-09 11:40:42.528926,28.37,76.6,954.97
2024-07-09 11:40:43.539630,28.29,74.0,954.79
2024-07-09 11:40:44.539322,28.36,74.07,955.45
2024-07-09 11:40:45.543156,28.54,76.34,955.25
2024-07-09 11:40:46.536704,28.49,76.67,954.29
2024-07-09 11:40:47.543862,28.29,74.14,954.21
2024-07-09 11:40:48.547021,28.29,72.36,955.54
2024-07-09 11:40:49.546961,28.53,75.64,955.44
2024-07-09 11:40:50.548765,28.64,77.13,954.42
2024-07-09 11:40:51.556974,28.41,76.22,954.28
2024-07-09 11:40:52.555746,28.53,76.57,955.37
2024-07-09 11:40:53.556904,28.95,78.13,955.12
2024-07-09 11:40:54.563723,28.67,76.9,953.81
2024-07-09 11:40:55.562566,28.48,73.6,955.52
2024-07-09 11:40:56.567592,28.69,75.85,955.52
2024-07-09 11:40:57.569381,28.84,77.45,954.83
2024-07-09 11:40:58.567284,28.56,75.84,953.94
2024-07-09 11:40:59.572549,28.52,74.32,955.53
2024-07-09 11:41:00.576297,28.81,77.02,955.41
2024-07-09 11:41:01.578917,28.81,77.6,954.14
2024-07-09 11:41:02.579022,28.56,75.52,954.59
2024-07-09 11:41:03.585433,28.55,73.79,955.47
2024-07-09 11:41:04.587749,28.69,75.86,955.39
2024-07-09 11:41:05.588549,28.72,76.79,954.39
2024-07-09 11:41:06.593167,28.57,74.94,954.24
2024-07-09 11:41:07.593709,28.53,72.65,955.49
2024-07-09 11:41:08.594025,28.72,75.49,955.37
2024-07-09 11:41:09.595639,28.74,76.59,954.41
2024-07-09 11:41:10.602888,28.56,74.54,954.41
2024-07-09 11:41:11.607324,28.54,72.81,955.5
2024-07-09 11:41:12.606680,28.77,76.01,955.42
2024-07-09 11:41:13.605814,28.79,76.71,954.04
2024-07-09 11:41:14.607342,28.54,73.49,954.24
2024-07-09 11:41:15.613879,28.53,71.97,955.51
2024-07-09 11:41:16.610537,28.71,74.75,955.49
2024-07-09 11:41:17.616821,28.83,76.45,954.82
2024-07-09 11:41:18.615737,28.64,75.32,954.12
2024-07-09 11:41:19.627374,28.55,71.69,953.65
2024-07-09 11:41:20.620482,28.5,68.58,955.56
2024-07-09 11:41:21.631400,28.72,73.12,955.56
